Id,Order,Problem,Trial,High,Phigh,Low,Medium,risky_side,side,Choice,Payoff,total_points
81.0,3.0,17.0,1,-9.7,0.1,-24.7,-23.8,left,left,1,-24.7,-24.7
81.0,3.0,17.0,2,-9.7,0.1,-24.7,-23.8,left,right,0,-23.8,-48.5
81.0,3.0,17.0,3,-9.7,0.1,-24.7,-23.8,left,left,1,-24.7,-73.2
81.0,3.0,17.0,4,-9.7,0.1,-24.7,-23.8,left,right,0,-23.8,-97.0
81.0,3.0,17.0,5,-9.7,0.1,-24.7,-23.8,left,left,1,-24.7,-121.7
81.0,3.0,17.0,6,-9.7,0.1,-24.7,-23.8,left,right,0,-23.8,-145.5
81.0,3.0,17.0,7,-9.7,0.1,-24.7,-23.8,left,left,1,-24.7,-170.2
81.0,3.0,17.0,8,-9.7,0.1,-24.7,-23.8,left,right,0,-23.8,-194.0
81.0,3.0,17.0,9,-9.7,0.1,-24.7,-23.8,left,left,1,-24.7,-218.7
81.0,3.0,17.0,10,-9.7,0.1,-24.7,-23.8,left,right,0,-23.8,-242.5
81.0,3.0,17.0,11,-9.7,0.1,-24.7,-23.8,left,left,1,-24.7,-267.2
81.0,3.0,17.0,12,-9.7,0.1,-24.7,-23.8,left,right,0,-23.8,-291.0
81.0,3.0,17.0,13,-9.7,0.1,-24.7,-23.8,left,left,1,-24.7,-315.7
81.0,3.0,17.0,14,-9.7,0.1,-24.7,-23.8,left,right,0,-23.8,-339.5
81.0,3.0,17.0,15,-9.7,0.1,-24.7,-23.8,left,left,1,-9.7,-349.2
81.0,3.0,17.0,16,-9.7,0.1,-24.7,-23.8,left,left,1,-24.7,-373.9
81.0,3.0,17.0,17,-9.7,0.1,-24.7,-23.8,left,right,0,-23.8,-397.7
81.0,3.0,17.0,18,-9.7,0.1,-24.7,-23.8,left,left,1,-24.7,-422.4
81.0,3.0,17.0,19,-9.7,0.1,-24.7,-23.8,left,right,0,-23.8,-446.2
81.0,3.0,17.0,20,-9.7,0.1,-24.7,-23.8,left,left,1,-24.7,-470.9
81.0,3.0,17.0,21,-9.7,0.1,-24.7,-23.8,left,right,0,-23.8,-494.7
81.0,3.0,17.0,22,-9.7,0.1,-24.7,-23.8,left,left,1,-24.7,-519.4
81.0,3.0,17.0,23,-9.7,0.1,-24.7,-23.8,left,right,0,-23.8,-543.1999999999999
81.0,3.0,17.0,24,-9.7,0.1,-24.7,-23.8,left,left,1,-24.7,-567.9
81.0,3.0,17.0,25,-9.7,0.1,-24.7,-23.8,left,right,0,-23.8,-591.6999999999999
81.0,3.0,17.0,26,-9.7,0.1,-24.7,-23.8,left,left,1,-24.7,-616.4
81.0,3.0,17.0,27,-9.7,0.1,-24.7,-23.8,left,right,0,-23.8,-640.1999999999999
81.0,3.0,17.0,28,-9.7,0.1,-24.7,-23.8,left,left,1,-9.7,-649.9
81.0,3.0,17.0,29,-9.7,0.1,-24.7,-23.8,left,left,1,-24.7,-674.6
81.0,3.0,17.0,30,-9.7,0.1,-24.7,-23.8,left,right,0,-23.8,-698.4
81.0,3.0,17.0,31,-9.7,0.1,-24.7,-23.8,left,left,1,-9.7,-708.1
81.0,3.0,17.0,32,-9.7,0.1,-24.7,-23.8,left,left,1,-24.7,-732.8000000000001
81.0,3.0,17.0,33,-9.7,0.1,-24.7,-23.8,left,right,0,-23.8,-756.6
81.0,3.0,17.0,34,-9.7,0.1,-24.7,-23.8,left,left,1,-24.7,-781.3000000000001
81.0,3.0,17.0,35,-9.7,0.1,-24.7,-23.8,left,right,0,-23.8,-805.1
81.0,3.0,17.0,36,-9.7,0.1,-24.7,-23.8,left,left,1,-24.7,-829.8000000000001
81.0,3.0,17.0,37,-9.7,0.1,-24.7,-23.8,left,right,0,-23.8,-853.6
81.0,3.0,17.0,38,-9.7,0.1,-24.7,-23.8,left,left,1,-24.7,-878.3000000000001
81.0,3.0,17.0,39,-9.7,0.1,-24.7,-23.8,left,right,0,-23.8,-902.1
81.0,3.0,17.0,40,-9.7,0.1,-24.7,-23.8,left,left,1,-24.7,-926.8000000000001
81.0,3.0,17.0,41,-9.7,0.1,-24.7,-23.8,left,right,0,-23.8,-950.6
81.0,3.0,17.0,42,-9.7,0.1,-24.7,-23.8,left,left,1,-24.7,-975.3000000000001
81.0,3.0,17.0,43,-9.7,0.1,-24.7,-23.8,left,right,0,-23.8,-999.1
81.0,3.0,17.0,44,-9.7,0.1,-24.7,-23.8,left,left,1,-9.7,-1008.8000000000001
81.0,3.0,17.0,45,-9.7,0.1,-24.7,-23.8,left,left,1,-24.7,-1033.5
81.0,3.0,17.0,46,-9.7,0.1,-24.7,-23.8,left,right,0,-23.8,-1057.3
81.0,3.0,17.0,47,-9.7,0.1,-24.7,-23.8,left,left,1,-24.7,-1082.0
81.0,3.0,17.0,48,-9.7,0.1,-24.7,-23.8,left,right,0,-23.8,-1105.8
81.0,3.0,17.0,49,-9.7,0.1,-24.7,-23.8,left,left,1,-24.7,-1130.5
81.0,3.0,17.0,50,-9.7,0.1,-24.7,-23.8,left,right,0,-23.8,-1154.3
81.0,3.0,17.0,51,-9.7,0.1,-24.7,-23.8,left,left,1,-24.7,-1179.0
81.0,3.0,17.0,52,-9.7,0.1,-24.7,-23.8,left,right,0,-23.8,-1202.8
81.0,3.0,17.0,53,-9.7,0.1,-24.7,-23.8,left,left,1,-24.7,-1227.5
81.0,3.0,17.0,54,-9.7,0.1,-24.7,-23.8,left,right,0,-23.8,-1251.3
