Id,Order,Problem,Trial,High,Phigh,Low,Medium,risky_side,side,Choice,Payoff,total_points
71.0,11.0,16.0,1,-7.1,0.07,-19.6,-18.7,right,left,0,-18.7,-18.7
71.0,11.0,16.0,2,-7.1,0.07,-19.6,-18.7,right,right,1,-19.6,-38.3
71.0,11.0,16.0,3,-7.1,0.07,-19.6,-18.7,right,left,0,-18.7,-57.0
71.0,11.0,16.0,4,-7.1,0.07,-19.6,-18.7,right,right,1,-19.6,-76.6
71.0,11.0,16.0,5,-7.1,0.07,-19.6,-18.7,right,left,0,-18.7,-95.3
71.0,11.0,16.0,6,-7.1,0.07,-19.6,-18.7,right,right,1,-19.6,-114.9
71.0,11.0,16.0,7,-7.1,0.07,-19.6,-18.7,right,left,0,-18.7,-133.6
71.0,11.0,16.0,8,-7.1,0.07,-19.6,-18.7,right,right,1,-19.6,-153.2
71.0,11.0,16.0,9,-7.1,0.07,-19.6,-18.7,right,left,0,-18.7,-171.89999999999998
71.0,11.0,16.0,10,-7.1,0.07,-19.6,-18.7,right,right,1,-19.6,-191.49999999999997
71.0,11.0,16.0,11,-7.1,0.07,-19.6,-18.7,right,left,0,-18.7,-210.19999999999996
71.0,11.0,16.0,12,-7.1,0.07,-19.6,-18.7,right,right,1,-19.6,-229.79999999999995
71.0,11.0,16.0,13,-7.1,0.07,-19.6,-18.7,right,left,0,-18.7,-248.49999999999994
71.0,11.0,16.0,14,-7.1,0.07,-19.6,-18.7,right,right,1,-19.6,-268.09999999999997
71.0,11.0,16.0,15,-7.1,0.07,-19.6,-18.7,right,left,0,-18.7,-286.79999999999995
71.0,11.0,16.0,16,-7.1,0.07,-19.6,-18.7,right,right,1,-19.6,-306.4
71.0,11.0,16.0,17,-7.1,0.07,-19.6,-18.7,right,left,0,-18.7,-325.09999999999997
71.0,11.0,16.0,18,-7.1,0.07,-19.6,-18.7,right,right,1,-19.6,-344.7
71.0,11.0,16.0,19,-7.1,0.07,-19.6,-18.7,right,left,0,-18.7,-363.4
71.0,11.0,16.0,20,-7.1,0.07,-19.6,-18.7,right,right,1,-7.1,-370.5
71.0,11.0,16.0,21,-7.1,0.07,-19.6,-18.7,right,right,1,-19.6,-390.1
71.0,11.0,16.0,22,-7.1,0.07,-19.6,-18.7,right,left,0,-18.7,-408.8
71.0,11.0,16.0,23,-7.1,0.07,-19.6,-18.7,right,right,1,-19.6,-428.40000000000003
71.0,11.0,16.0,24,-7.1,0.07,-19.6,-18.7,right,left,0,-18.7,-447.1
71.0,11.0,16.0,25,-7.1,0.07,-19.6,-18.7,right,right,1,-19.6,-466.70000000000005
71.0,11.0,16.0,26,-7.1,0.07,-19.6,-18.7,right,left,0,-18.7,-485.40000000000003
71.0,11.0,16.0,27,-7.1,0.07,-19.6,-18.7,right,right,1,-19.6,-505.00000000000006
71.0,11.0,16.0,28,-7.1,0.07,-19.6,-18.7,right,left,0,-18.7,-523.7
71.0,11.0,16.0,29,-7.1,0.07,-19.6,-18.7,right,right,1,-19.6,-543.3000000000001
