Id,Order,Problem,Trial,High,Phigh,Low,Medium,risky_side,side,Choice,Payoff,total_points
7.0,8.0,21.0,1,2.0,0.1,-5.7,-4.6,right,left,0,-4.6,-4.6
7.0,8.0,21.0,2,2.0,0.1,-5.7,-4.6,right,right,1,-5.7,-10.3
7.0,8.0,21.0,3,2.0,0.1,-5.7,-4.6,right,left,0,-4.6,-14.9
7.0,8.0,21.0,4,2.0,0.1,-5.7,-4.6,right,right,1,-5.7,-20.6
7.0,8.0,21.0,5,2.0,0.1,-5.7,-4.6,right,left,0,-4.6,-25.200000000000003
7.0,8.0,21.0,6,2.0,0.1,-5.7,-4.6,right,right,1,-5.7,-30.900000000000002
7.0,8.0,21.0,7,2.0,0.1,-5.7,-4.6,right,left,0,-4.6,-35.5
7.0,8.0,21.0,8,2.0,0.1,-5.7,-4.6,right,right,1,-5.7,-41.2
7.0,8.0,21.0,9,2.0,0.1,-5.7,-4.6,right,left,0,-4.6,-45.800000000000004
7.0,8.0,21.0,10,2.0,0.1,-5.7,-4.6,right,right,1,-5.7,-51.50000000000001
7.0,8.0,21.0,11,2.0,0.1,-5.7,-4.6,right,left,0,-4.6,-56.10000000000001
7.0,8.0,21.0,12,2.0,0.1,-5.7,-4.6,right,right,1,-5.7,-61.80000000000001
7.0,8.0,21.0,13,2.0,0.1,-5.7,-4.6,right,left,0,-4.6,-66.4
7.0,8.0,21.0,14,2.0,0.1,-5.7,-4.6,right,right,1,-5.7,-72.10000000000001
7.0,8.0,21.0,15,2.0,0.1,-5.7,-4.6,right,left,0,-4.6,-76.7
7.0,8.0,21.0,16,2.0,0.1,-5.7,-4.6,right,right,1,-5.7,-82.4
7.0,8.0,21.0,17,2.0,0.1,-5.7,-4.6,right,left,0,-4.6,-87.0
7.0,8.0,21.0,18,2.0,0.1,-5.7,-4.6,right,right,1,-5.7,-92.7
7.0,8.0,21.0,19,2.0,0.1,-5.7,-4.6,right,left,0,-4.6,-97.3
7.0,8.0,21.0,20,2.0,0.1,-5.7,-4.6,right,right,1,-5.7,-103.0
7.0,8.0,21.0,21,2.0,0.1,-5.7,-4.6,right,left,0,-4.6,-107.6
7.0,8.0,21.0,22,2.0,0.1,-5.7,-4.6,right,right,1,-5.7,-113.3
7.0,8.0,21.0,23,2.0,0.1,-5.7,-4.6,right,left,0,-4.6,-117.89999999999999
7.0,8.0,21.0,24,2.0,0.1,-5.7,-4.6,right,right,1,-5.7,-123.6
7.0,8.0,21.0,25,2.0,0.1,-5.7,-4.6,right,left,0,-4.6,-128.2
7.0,8.0,21.0,26,2.0,0.1,-5.7,-4.6,right,right,1,-5.7,-133.89999999999998
7.0,8.0,21.0,27,2.0,0.1,-5.7,-4.6,right,left,0,-4.6,-138.49999999999997
7.0,8.0,21.0,28,2.0,0.1,-5.7,-4.6,right,right,1,-5.7,-144.19999999999996
7.0,8.0,21.0,29,2.0,0.1,-5.7,-4.6,right,left,0,-4.6,-148.79999999999995
7.0,8.0,21.0,30,2.0,0.1,-5.7,-4.6,right,right,1,-5.7,-154.49999999999994
7.0,8.0,21.0,31,2.0,0.1,-5.7,-4.6,right,left,0,-4.6,-159.09999999999994
7.0,8.0,21.0,32,2.0,0.1,-5.7,-4.6,right,right,1,2.0,-157.09999999999994
