Id,Order,Problem,Trial,High,Phigh,Low,Medium,risky_side,side,Choice,Payoff,total_points
55.0,12.0,32.0,1,6.7,0.93,-5.0,5.6,right,left,0,5.6,5.6
55.0,12.0,32.0,2,6.7,0.93,-5.0,5.6,right,left,0,5.6,11.2
55.0,12.0,32.0,3,6.7,0.93,-5.0,5.6,right,left,0,5.6,16.799999999999997
55.0,12.0,32.0,4,6.7,0.93,-5.0,5.6,right,left,0,5.6,22.4
55.0,12.0,32.0,5,6.7,0.93,-5.0,5.6,right,left,0,5.6,28.0
55.0,12.0,32.0,6,6.7,0.93,-5.0,5.6,right,left,0,5.6,33.6
55.0,12.0,32.0,7,6.7,0.93,-5.0,5.6,right,left,0,5.6,39.2
55.0,12.0,32.0,8,6.7,0.93,-5.0,5.6,right,left,0,5.6,44.800000000000004
55.0,12.0,32.0,9,6.7,0.93,-5.0,5.6,right,left,0,5.6,50.400000000000006
55.0,12.0,32.0,10,6.7,0.93,-5.0,5.6,right,left,0,5.6,56.00000000000001
55.0,12.0,32.0,11,6.7,0.93,-5.0,5.6,right,left,0,5.6,61.60000000000001
55.0,12.0,32.0,12,6.7,0.93,-5.0,5.6,right,left,0,5.6,67.2
55.0,12.0,32.0,13,6.7,0.93,-5.0,5.6,right,left,0,5.6,72.8
55.0,12.0,32.0,14,6.7,0.93,-5.0,5.6,right,left,0,5.6,78.39999999999999
55.0,12.0,32.0,15,6.7,0.93,-5.0,5.6,right,right,1,6.7,85.1
55.0,12.0,32.0,16,6.7,0.93,-5.0,5.6,right,right,1,6.7,91.8
55.0,12.0,32.0,17,6.7,0.93,-5.0,5.6,right,right,1,6.7,98.5
55.0,12.0,32.0,18,6.7,0.93,-5.0,5.6,right,right,1,6.7,105.2
55.0,12.0,32.0,19,6.7,0.93,-5.0,5.6,right,right,1,6.7,111.9
55.0,12.0,32.0,20,6.7,0.93,-5.0,5.6,right,right,1,6.7,118.60000000000001
55.0,12.0,32.0,21,6.7,0.93,-5.0,5.6,right,right,1,6.7,125.30000000000001
55.0,12.0,32.0,22,6.7,0.93,-5.0,5.6,right,right,1,6.7,132.0
55.0,12.0,32.0,23,6.7,0.93,-5.0,5.6,right,right,1,6.7,138.7
