Id,Order,Problem,Trial,High,Phigh,Low,Medium,risky_side,side,Choice,Payoff,total_points
23.0,5.0,25.0,1,7.4,0.02,-6.6,-6.4,left,left,1,-6.6,-6.6
23.0,5.0,25.0,2,7.4,0.02,-6.6,-6.4,left,right,0,-6.4,-13.0
23.0,5.0,25.0,3,7.4,0.02,-6.6,-6.4,left,right,0,-6.4,-19.4
23.0,5.0,25.0,4,7.4,0.02,-6.6,-6.4,left,left,1,-6.6,-26.0
23.0,5.0,25.0,5,7.4,0.02,-6.6,-6.4,left,right,0,-6.4,-32.4
23.0,5.0,25.0,6,7.4,0.02,-6.6,-6.4,left,right,0,-6.4,-38.8
23.0,5.0,25.0,7,7.4,0.02,-6.6,-6.4,left,left,1,-6.6,-45.4
23.0,5.0,25.0,8,7.4,0.02,-6.6,-6.4,left,left,1,-6.6,-52.0
23.0,5.0,25.0,9,7.4,0.02,-6.6,-6.4,left,right,0,-6.4,-58.4
23.0,5.0,25.0,10,7.4,0.02,-6.6,-6.4,left,right,0,-6.4,-64.8
23.0,5.0,25.0,11,7.4,0.02,-6.6,-6.4,left,left,1,-6.6,-71.39999999999999
23.0,5.0,25.0,12,7.4,0.02,-6.6,-6.4,left,right,0,-6.4,-77.8
23.0,5.0,25.0,13,7.4,0.02,-6.6,-6.4,left,right,0,-6.4,-84.2
23.0,5.0,25.0,14,7.4,0.02,-6.6,-6.4,left,right,0,-6.4,-90.60000000000001
23.0,5.0,25.0,15,7.4,0.02,-6.6,-6.4,left,right,0,-6.4,-97.00000000000001
23.0,5.0,25.0,16,7.4,0.02,-6.6,-6.4,left,right,0,-6.4,-103.40000000000002
23.0,5.0,25.0,17,7.4,0.02,-6.6,-6.4,left,right,0,-6.4,-109.80000000000003
23.0,5.0,25.0,18,7.4,0.02,-6.6,-6.4,left,right,0,-6.4,-116.20000000000003
23.0,5.0,25.0,19,7.4,0.02,-6.6,-6.4,left,right,0,-6.4,-122.60000000000004
23.0,5.0,25.0,20,7.4,0.02,-6.6,-6.4,left,right,0,-6.4,-129.00000000000003
23.0,5.0,25.0,21,7.4,0.02,-6.6,-6.4,left,right,0,-6.4,-135.40000000000003
23.0,5.0,25.0,22,7.4,0.02,-6.6,-6.4,left,right,0,-6.4,-141.80000000000004
23.0,5.0,25.0,23,7.4,0.02,-6.6,-6.4,left,right,0,-6.4,-148.20000000000005
23.0,5.0,25.0,24,7.4,0.02,-6.6,-6.4,left,right,0,-6.4,-154.60000000000005
23.0,5.0,25.0,25,7.4,0.02,-6.6,-6.4,left,left,1,-6.6,-161.20000000000005
23.0,5.0,25.0,26,7.4,0.02,-6.6,-6.4,left,right,0,-6.4,-167.60000000000005
23.0,5.0,25.0,27,7.4,0.02,-6.6,-6.4,left,right,0,-6.4,-174.00000000000006
23.0,5.0,25.0,28,7.4,0.02,-6.6,-6.4,left,right,0,-6.4,-180.40000000000006
23.0,5.0,25.0,29,7.4,0.02,-6.6,-6.4,left,right,0,-6.4,-186.80000000000007
23.0,5.0,25.0,30,7.4,0.02,-6.6,-6.4,left,right,0,-6.4,-193.20000000000007
23.0,5.0,25.0,31,7.4,0.02,-6.6,-6.4,left,right,0,-6.4,-199.60000000000008
23.0,5.0,25.0,32,7.4,0.02,-6.6,-6.4,left,right,0,-6.4,-206.00000000000009
23.0,5.0,25.0,33,7.4,0.02,-6.6,-6.4,left,right,0,-6.4,-212.4000000000001
23.0,5.0,25.0,34,7.4,0.02,-6.6,-6.4,left,right,0,-6.4,-218.8000000000001
23.0,5.0,25.0,35,7.4,0.02,-6.6,-6.4,left,right,0,-6.4,-225.2000000000001
23.0,5.0,25.0,36,7.4,0.02,-6.6,-6.4,left,right,0,-6.4,-231.6000000000001
23.0,5.0,25.0,37,7.4,0.02,-6.6,-6.4,left,right,0,-6.4,-238.0000000000001
23.0,5.0,25.0,38,7.4,0.02,-6.6,-6.4,left,right,0,-6.4,-244.40000000000012
23.0,5.0,25.0,39,7.4,0.02,-6.6,-6.4,left,right,0,-6.4,-250.80000000000013
23.0,5.0,25.0,40,7.4,0.02,-6.6,-6.4,left,right,0,-6.4,-257.2000000000001
23.0,5.0,25.0,41,7.4,0.02,-6.6,-6.4,left,right,0,-6.4,-263.6000000000001
23.0,5.0,25.0,42,7.4,0.02,-6.6,-6.4,left,right,0,-6.4,-270.00000000000006
23.0,5.0,25.0,43,7.4,0.02,-6.6,-6.4,left,right,0,-6.4,-276.40000000000003
23.0,5.0,25.0,44,7.4,0.02,-6.6,-6.4,left,right,0,-6.4,-282.8
23.0,5.0,25.0,45,7.4,0.02,-6.6,-6.4,left,right,0,-6.4,-289.2
23.0,5.0,25.0,46,7.4,0.02,-6.6,-6.4,left,right,0,-6.4,-295.59999999999997
23.0,5.0,25.0,47,7.4,0.02,-6.6,-6.4,left,right,0,-6.4,-301.99999999999994
23.0,5.0,25.0,48,7.4,0.02,-6.6,-6.4,left,right,0,-6.4,-308.3999999999999
23.0,5.0,25.0,49,7.4,0.02,-6.6,-6.4,left,right,0,-6.4,-314.7999999999999
23.0,5.0,25.0,50,7.4,0.02,-6.6,-6.4,left,left,1,-6.6,-321.3999999999999
23.0,5.0,25.0,51,7.4,0.02,-6.6,-6.4,left,right,0,-6.4,-327.7999999999999
23.0,5.0,25.0,52,7.4,0.02,-6.6,-6.4,left,right,0,-6.4,-334.1999999999999
23.0,5.0,25.0,53,7.4,0.02,-6.6,-6.4,left,right,0,-6.4,-340.59999999999985
23.0,5.0,25.0,54,7.4,0.02,-6.6,-6.4,left,right,0,-6.4,-346.99999999999983
23.0,5.0,25.0,55,7.4,0.02,-6.6,-6.4,left,right,0,-6.4,-353.3999999999998
23.0,5.0,25.0,56,7.4,0.02,-6.6,-6.4,left,left,1,-6.6,-359.99999999999983
23.0,5.0,25.0,57,7.4,0.02,-6.6,-6.4,left,right,0,-6.4,-366.3999999999998
23.0,5.0,25.0,58,7.4,0.02,-6.6,-6.4,left,right,0,-6.4,-372.7999999999998
23.0,5.0,25.0,59,7.4,0.02,-6.6,-6.4,left,right,0,-6.4,-379.19999999999976
23.0,5.0,25.0,60,7.4,0.02,-6.6,-6.4,left,right,0,-6.4,-385.59999999999974
23.0,5.0,25.0,61,7.4,0.02,-6.6,-6.4,left,right,0,-6.4,-391.9999999999997
23.0,5.0,25.0,62,7.4,0.02,-6.6,-6.4,left,right,0,-6.4,-398.3999999999997
23.0,5.0,25.0,63,7.4,0.02,-6.6,-6.4,left,right,0,-6.4,-404.79999999999967
23.0,5.0,25.0,64,7.4,0.02,-6.6,-6.4,left,right,0,-6.4,-411.19999999999965
23.0,5.0,25.0,65,7.4,0.02,-6.6,-6.4,left,right,0,-6.4,-417.5999999999996
23.0,5.0,25.0,66,7.4,0.02,-6.6,-6.4,left,right,0,-6.4,-423.9999999999996
23.0,5.0,25.0,67,7.4,0.02,-6.6,-6.4,left,right,0,-6.4,-430.3999999999996
23.0,5.0,25.0,68,7.4,0.02,-6.6,-6.4,left,right,0,-6.4,-436.79999999999956
23.0,5.0,25.0,69,7.4,0.02,-6.6,-6.4,left,right,0,-6.4,-443.19999999999953
23.0,5.0,25.0,70,7.4,0.02,-6.6,-6.4,left,right,0,-6.4,-449.5999999999995
23.0,5.0,25.0,71,7.4,0.02,-6.6,-6.4,left,right,0,-6.4,-455.9999999999995
23.0,5.0,25.0,72,7.4,0.02,-6.6,-6.4,left,right,0,-6.4,-462.39999999999947
23.0,5.0,25.0,73,7.4,0.02,-6.6,-6.4,left,right,0,-6.4,-468.79999999999944
23.0,5.0,25.0,74,7.4,0.02,-6.6,-6.4,left,right,0,-6.4,-475.1999999999994
23.0,5.0,25.0,75,7.4,0.02,-6.6,-6.4,left,right,0,-6.4,-481.5999999999994
23.0,5.0,25.0,76,7.4,0.02,-6.6,-6.4,left,right,0,-6.4,-487.9999999999994
23.0,5.0,25.0,77,7.4,0.02,-6.6,-6.4,left,right,0,-6.4,-494.39999999999935
23.0,5.0,25.0,78,7.4,0.02,-6.6,-6.4,left,right,0,-6.4,-500.79999999999933
23.0,5.0,25.0,79,7.4,0.02,-6.6,-6.4,left,right,0,-6.4,-507.1999999999993
23.0,5.0,25.0,80,7.4,0.02,-6.6,-6.4,left,right,0,-6.4,-513.5999999999993
23.0,5.0,25.0,81,7.4,0.02,-6.6,-6.4,left,right,0,-6.4,-519.9999999999993
23.0,5.0,25.0,82,7.4,0.02,-6.6,-6.4,left,right,0,-6.4,-526.3999999999993
23.0,5.0,25.0,83,7.4,0.02,-6.6,-6.4,left,right,0,-6.4,-532.7999999999993
23.0,5.0,25.0,84,7.4,0.02,-6.6,-6.4,left,right,0,-6.4,-539.1999999999992
23.0,5.0,25.0,85,7.4,0.02,-6.6,-6.4,left,right,0,-6.4,-545.5999999999992
23.0,5.0,25.0,86,7.4,0.02,-6.6,-6.4,left,right,0,-6.4,-551.9999999999992
23.0,5.0,25.0,87,7.4,0.02,-6.6,-6.4,left,right,0,-6.4,-558.3999999999992
23.0,5.0,25.0,88,7.4,0.02,-6.6,-6.4,left,right,0,-6.4,-564.7999999999992
23.0,5.0,25.0,89,7.4,0.02,-6.6,-6.4,left,right,0,-6.4,-571.1999999999991
23.0,5.0,25.0,90,7.4,0.02,-6.6,-6.4,left,right,0,-6.4,-577.5999999999991
23.0,5.0,25.0,91,7.4,0.02,-6.6,-6.4,left,right,0,-6.4,-583.9999999999991
23.0,5.0,25.0,92,7.4,0.02,-6.6,-6.4,left,right,0,-6.4,-590.3999999999991
23.0,5.0,25.0,93,7.4,0.02,-6.6,-6.4,left,right,0,-6.4,-596.799999999999
23.0,5.0,25.0,94,7.4,0.02,-6.6,-6.4,left,right,0,-6.4,-603.199999999999
23.0,5.0,25.0,95,7.4,0.02,-6.6,-6.4,left,right,0,-6.4,-609.599999999999
23.0,5.0,25.0,96,7.4,0.02,-6.6,-6.4,left,right,0,-6.4,-615.999999999999
23.0,5.0,25.0,97,7.4,0.02,-6.6,-6.4,left,right,0,-6.4,-622.399999999999
23.0,5.0,25.0,98,7.4,0.02,-6.6,-6.4,left,right,0,-6.4,-628.7999999999989
23.0,5.0,25.0,99,7.4,0.02,-6.6,-6.4,left,right,0,-6.4,-635.1999999999989
23.0,5.0,25.0,100,7.4,0.02,-6.6,-6.4,left,right,0,-6.4,-641.5999999999989
