Id,Order,Problem,Trial,High,Phigh,Low,Medium,risky_side,side,Choice,Payoff,total_points
14.0,3.0,41.0,1,18.8,0.8,7.6,15.5,left,left,1,18.8,18.8
14.0,3.0,41.0,2,18.8,0.8,7.6,15.5,left,left,1,18.8,37.6
14.0,3.0,41.0,3,18.8,0.8,7.6,15.5,left,left,1,18.8,56.400000000000006
14.0,3.0,41.0,4,18.8,0.8,7.6,15.5,left,left,1,7.6,64.0
14.0,3.0,41.0,5,18.8,0.8,7.6,15.5,left,right,0,15.5,79.5
14.0,3.0,41.0,6,18.8,0.8,7.6,15.5,left,right,0,15.5,95.0
14.0,3.0,41.0,7,18.8,0.8,7.6,15.5,left,right,0,15.5,110.5
14.0,3.0,41.0,8,18.8,0.8,7.6,15.5,left,right,0,15.5,126.0
14.0,3.0,41.0,9,18.8,0.8,7.6,15.5,left,right,0,15.5,141.5
14.0,3.0,41.0,10,18.8,0.8,7.6,15.5,left,right,0,15.5,157.0
14.0,3.0,41.0,11,18.8,0.8,7.6,15.5,left,left,1,18.8,175.8
14.0,3.0,41.0,12,18.8,0.8,7.6,15.5,left,left,1,18.8,194.60000000000002
14.0,3.0,41.0,13,18.8,0.8,7.6,15.5,left,left,1,7.6,202.20000000000002
14.0,3.0,41.0,14,18.8,0.8,7.6,15.5,left,right,0,15.5,217.70000000000002
14.0,3.0,41.0,15,18.8,0.8,7.6,15.5,left,right,0,15.5,233.20000000000002
14.0,3.0,41.0,16,18.8,0.8,7.6,15.5,left,right,0,15.5,248.70000000000002
14.0,3.0,41.0,17,18.8,0.8,7.6,15.5,left,right,0,15.5,264.20000000000005
14.0,3.0,41.0,18,18.8,0.8,7.6,15.5,left,left,1,18.8,283.00000000000006
14.0,3.0,41.0,19,18.8,0.8,7.6,15.5,left,left,1,7.6,290.6000000000001
14.0,3.0,41.0,20,18.8,0.8,7.6,15.5,left,right,0,15.5,306.1000000000001
14.0,3.0,41.0,21,18.8,0.8,7.6,15.5,left,right,0,15.5,321.6000000000001
14.0,3.0,41.0,22,18.8,0.8,7.6,15.5,left,right,0,15.5,337.1000000000001
14.0,3.0,41.0,23,18.8,0.8,7.6,15.5,left,right,0,15.5,352.6000000000001
14.0,3.0,41.0,24,18.8,0.8,7.6,15.5,left,right,0,15.5,368.1000000000001
14.0,3.0,41.0,25,18.8,0.8,7.6,15.5,left,right,0,15.5,383.6000000000001
14.0,3.0,41.0,26,18.8,0.8,7.6,15.5,left,right,0,15.5,399.1000000000001
14.0,3.0,41.0,27,18.8,0.8,7.6,15.5,left,left,1,18.8,417.9000000000001
14.0,3.0,41.0,28,18.8,0.8,7.6,15.5,left,left,1,7.6,425.5000000000001
14.0,3.0,41.0,29,18.8,0.8,7.6,15.5,left,right,0,15.5,441.0000000000001
14.0,3.0,41.0,30,18.8,0.8,7.6,15.5,left,right,0,15.5,456.5000000000001
14.0,3.0,41.0,31,18.8,0.8,7.6,15.5,left,right,0,15.5,472.0000000000001
14.0,3.0,41.0,32,18.8,0.8,7.6,15.5,left,right,0,15.5,487.5000000000001
14.0,3.0,41.0,33,18.8,0.8,7.6,15.5,left,left,1,18.8,506.3000000000001
14.0,3.0,41.0,34,18.8,0.8,7.6,15.5,left,left,1,18.8,525.1000000000001
14.0,3.0,41.0,35,18.8,0.8,7.6,15.5,left,left,1,18.8,543.9000000000001
14.0,3.0,41.0,36,18.8,0.8,7.6,15.5,left,left,1,18.8,562.7
14.0,3.0,41.0,37,18.8,0.8,7.6,15.5,left,left,1,18.8,581.5
14.0,3.0,41.0,38,18.8,0.8,7.6,15.5,left,left,1,7.6,589.1
14.0,3.0,41.0,39,18.8,0.8,7.6,15.5,left,right,0,15.5,604.6
14.0,3.0,41.0,40,18.8,0.8,7.6,15.5,left,right,0,15.5,620.1
14.0,3.0,41.0,41,18.8,0.8,7.6,15.5,left,right,0,15.5,635.6
14.0,3.0,41.0,42,18.8,0.8,7.6,15.5,left,right,0,15.5,651.1
14.0,3.0,41.0,43,18.8,0.8,7.6,15.5,left,right,0,15.5,666.6
14.0,3.0,41.0,44,18.8,0.8,7.6,15.5,left,left,1,18.8,685.4
14.0,3.0,41.0,45,18.8,0.8,7.6,15.5,left,left,1,18.8,704.1999999999999
14.0,3.0,41.0,46,18.8,0.8,7.6,15.5,left,left,1,7.6,711.8
14.0,3.0,41.0,47,18.8,0.8,7.6,15.5,left,right,0,15.5,727.3
14.0,3.0,41.0,48,18.8,0.8,7.6,15.5,left,right,0,15.5,742.8
14.0,3.0,41.0,49,18.8,0.8,7.6,15.5,left,right,0,15.5,758.3
14.0,3.0,41.0,50,18.8,0.8,7.6,15.5,left,right,0,15.5,773.8
14.0,3.0,41.0,51,18.8,0.8,7.6,15.5,left,right,0,15.5,789.3
14.0,3.0,41.0,52,18.8,0.8,7.6,15.5,left,right,0,15.5,804.8
14.0,3.0,41.0,53,18.8,0.8,7.6,15.5,left,left,1,18.8,823.5999999999999
14.0,3.0,41.0,54,18.8,0.8,7.6,15.5,left,left,1,18.8,842.3999999999999
14.0,3.0,41.0,55,18.8,0.8,7.6,15.5,left,left,1,18.8,861.1999999999998
14.0,3.0,41.0,56,18.8,0.8,7.6,15.5,left,left,1,7.6,868.7999999999998
14.0,3.0,41.0,57,18.8,0.8,7.6,15.5,left,right,0,15.5,884.2999999999998
14.0,3.0,41.0,58,18.8,0.8,7.6,15.5,left,right,0,15.5,899.7999999999998
14.0,3.0,41.0,59,18.8,0.8,7.6,15.5,left,right,0,15.5,915.2999999999998
14.0,3.0,41.0,60,18.8,0.8,7.6,15.5,left,right,0,15.5,930.7999999999998
14.0,3.0,41.0,61,18.8,0.8,7.6,15.5,left,left,1,7.6,938.3999999999999
14.0,3.0,41.0,62,18.8,0.8,7.6,15.5,left,right,0,15.5,953.8999999999999
14.0,3.0,41.0,63,18.8,0.8,7.6,15.5,left,right,0,15.5,969.3999999999999
14.0,3.0,41.0,64,18.8,0.8,7.6,15.5,left,right,0,15.5,984.8999999999999
14.0,3.0,41.0,65,18.8,0.8,7.6,15.5,left,right,0,15.5,1000.3999999999999
14.0,3.0,41.0,66,18.8,0.8,7.6,15.5,left,right,0,15.5,1015.8999999999999
14.0,3.0,41.0,67,18.8,0.8,7.6,15.5,left,left,1,18.8,1034.6999999999998
14.0,3.0,41.0,68,18.8,0.8,7.6,15.5,left,left,1,18.8,1053.4999999999998
14.0,3.0,41.0,69,18.8,0.8,7.6,15.5,left,left,1,18.8,1072.2999999999997
14.0,3.0,41.0,70,18.8,0.8,7.6,15.5,left,left,1,18.8,1091.0999999999997
14.0,3.0,41.0,71,18.8,0.8,7.6,15.5,left,left,1,18.8,1109.8999999999996
14.0,3.0,41.0,72,18.8,0.8,7.6,15.5,left,left,1,18.8,1128.6999999999996
14.0,3.0,41.0,73,18.8,0.8,7.6,15.5,left,left,1,7.6,1136.2999999999995
14.0,3.0,41.0,74,18.8,0.8,7.6,15.5,left,right,0,15.5,1151.7999999999995
14.0,3.0,41.0,75,18.8,0.8,7.6,15.5,left,right,0,15.5,1167.2999999999995
14.0,3.0,41.0,76,18.8,0.8,7.6,15.5,left,right,0,15.5,1182.7999999999995
14.0,3.0,41.0,77,18.8,0.8,7.6,15.5,left,right,0,15.5,1198.2999999999995
14.0,3.0,41.0,78,18.8,0.8,7.6,15.5,left,right,0,15.5,1213.7999999999995
14.0,3.0,41.0,79,18.8,0.8,7.6,15.5,left,right,0,15.5,1229.2999999999995
14.0,3.0,41.0,80,18.8,0.8,7.6,15.5,left,right,0,15.5,1244.7999999999995
14.0,3.0,41.0,81,18.8,0.8,7.6,15.5,left,left,1,7.6,1252.3999999999994
14.0,3.0,41.0,82,18.8,0.8,7.6,15.5,left,right,0,15.5,1267.8999999999994
14.0,3.0,41.0,83,18.8,0.8,7.6,15.5,left,right,0,15.5,1283.3999999999994
14.0,3.0,41.0,84,18.8,0.8,7.6,15.5,left,right,0,15.5,1298.8999999999994
14.0,3.0,41.0,85,18.8,0.8,7.6,15.5,left,right,0,15.5,1314.3999999999994
14.0,3.0,41.0,86,18.8,0.8,7.6,15.5,left,right,0,15.5,1329.8999999999994
14.0,3.0,41.0,87,18.8,0.8,7.6,15.5,left,right,0,15.5,1345.3999999999994
14.0,3.0,41.0,88,18.8,0.8,7.6,15.5,left,left,1,18.8,1364.1999999999994
14.0,3.0,41.0,89,18.8,0.8,7.6,15.5,left,left,1,18.8,1382.9999999999993
14.0,3.0,41.0,90,18.8,0.8,7.6,15.5,left,left,1,18.8,1401.7999999999993
14.0,3.0,41.0,91,18.8,0.8,7.6,15.5,left,left,1,18.8,1420.5999999999992
14.0,3.0,41.0,92,18.8,0.8,7.6,15.5,left,left,1,18.8,1439.3999999999992
