Id,Order,Problem,Trial,High,Phigh,Low,Medium,risky_side,side,Choice,Payoff,total_points
28.0,6.0,5.0,1,-1.7,0.9,-3.9,-1.9,left,left,1,-1.7,-1.7
28.0,6.0,5.0,2,-1.7,0.9,-3.9,-1.9,left,right,0,-1.9,-3.5999999999999996
28.0,6.0,5.0,3,-1.7,0.9,-3.9,-1.9,left,left,1,-3.9,-7.5
28.0,6.0,5.0,4,-1.7,0.9,-3.9,-1.9,left,right,0,-1.9,-9.4
28.0,6.0,5.0,5,-1.7,0.9,-3.9,-1.9,left,left,1,-3.9,-13.3
28.0,6.0,5.0,6,-1.7,0.9,-3.9,-1.9,left,right,0,-1.9,-15.200000000000001
28.0,6.0,5.0,7,-1.7,0.9,-3.9,-1.9,left,left,1,-1.7,-16.900000000000002
28.0,6.0,5.0,8,-1.7,0.9,-3.9,-1.9,left,right,0,-1.9,-18.8
28.0,6.0,5.0,9,-1.7,0.9,-3.9,-1.9,left,left,1,-3.9,-22.7
28.0,6.0,5.0,10,-1.7,0.9,-3.9,-1.9,left,right,0,-1.9,-24.599999999999998
28.0,6.0,5.0,11,-1.7,0.9,-3.9,-1.9,left,right,0,-1.9,-26.499999999999996
28.0,6.0,5.0,12,-1.7,0.9,-3.9,-1.9,left,right,0,-1.9,-28.399999999999995
28.0,6.0,5.0,13,-1.7,0.9,-3.9,-1.9,left,right,0,-1.9,-30.299999999999994
28.0,6.0,5.0,14,-1.7,0.9,-3.9,-1.9,left,right,0,-1.9,-32.199999999999996
28.0,6.0,5.0,15,-1.7,0.9,-3.9,-1.9,left,right,0,-1.9,-34.099999999999994
28.0,6.0,5.0,16,-1.7,0.9,-3.9,-1.9,left,right,0,-1.9,-35.99999999999999
28.0,6.0,5.0,17,-1.7,0.9,-3.9,-1.9,left,right,0,-1.9,-37.89999999999999
28.0,6.0,5.0,18,-1.7,0.9,-3.9,-1.9,left,right,0,-1.9,-39.79999999999999
28.0,6.0,5.0,19,-1.7,0.9,-3.9,-1.9,left,right,0,-1.9,-41.69999999999999
28.0,6.0,5.0,20,-1.7,0.9,-3.9,-1.9,left,right,0,-1.9,-43.59999999999999
28.0,6.0,5.0,21,-1.7,0.9,-3.9,-1.9,left,right,0,-1.9,-45.499999999999986
28.0,6.0,5.0,22,-1.7,0.9,-3.9,-1.9,left,right,0,-1.9,-47.399999999999984
28.0,6.0,5.0,23,-1.7,0.9,-3.9,-1.9,left,right,0,-1.9,-49.29999999999998
28.0,6.0,5.0,24,-1.7,0.9,-3.9,-1.9,left,right,0,-1.9,-51.19999999999998
28.0,6.0,5.0,25,-1.7,0.9,-3.9,-1.9,left,right,0,-1.9,-53.09999999999998
28.0,6.0,5.0,26,-1.7,0.9,-3.9,-1.9,left,right,0,-1.9,-54.99999999999998
28.0,6.0,5.0,27,-1.7,0.9,-3.9,-1.9,left,right,0,-1.9,-56.89999999999998
28.0,6.0,5.0,28,-1.7,0.9,-3.9,-1.9,left,right,0,-1.9,-58.799999999999976
28.0,6.0,5.0,29,-1.7,0.9,-3.9,-1.9,left,right,0,-1.9,-60.699999999999974
28.0,6.0,5.0,30,-1.7,0.9,-3.9,-1.9,left,right,0,-1.9,-62.59999999999997
28.0,6.0,5.0,31,-1.7,0.9,-3.9,-1.9,left,right,0,-1.9,-64.49999999999997
